projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,avg_L5,avg_L10,avg_L20,avg_season,games_played,fantasy_score_avg_L5,fantasy_score_avg_L10,fantasy_score_avg_L20,fantasy_score_avg_season,toi_avg_L10,toi_avg_season,last1_time_on_ice,last2_time_on_ice,last3_time_on_ice,last1_fantasy_score,last2_fantasy_score,last3_fantasy_score,last1_faceoffs_won,last2_faceoffs_won,last3_faceoffs_won,last1_shots_on_goal_(combo),last2_shots_on_goal_(combo),last3_shots_on_goal_(combo),last1_hits,last2_hits,last3_hits,last1_shots_on_goal,last2_shots_on_goal,last3_shots_on_goal,last1_blocked_shots,last2_blocked_shots,last3_blocked_shots,last1_points,last2_points,last3_points,last1_assists,last2_assists,last3_assists,last1_goals,last2_goals,last3_goals,last1_plus/minus,last2_plus/minus,last3_plus/minus,last1_power_play_points,last2_power_play_points,last3_power_play_points,last1_goalie_saves,last2_goalie_saves,last3_goalie_saves,last1_goals_allowed,last2_goals_allowed,last3_goals_allowed,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,edge,recommended_side,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10404579,173423,Leo Carlsson,ANA,F,Power Play Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,power_play_points,SKATER,STL,1,8484153,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,8.2,6.6,8.4,8.3,18.237,16.723,,,,3.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.1292,0.3708,UNDER,C,F,ELITE,PP_REGULAR,1.04,0.42,0.28,19.35
10404581,272890,Logan Mailloux,STL,D,Goals,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,goals,SKATER,ANA,0,8482733,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.4,0.2,0.1,0.1,30,7.1,4.65,2.475,2.567,17.309,15.137,,,,14.0,12.5,3.0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,0.4,2,3,5,0.2,2,8,10,0.1,2,18,20,0.1,30,0.255,0.245,UNDER,D,D,SHUTDOWN,NO_PP,0.106,0.064,0.0,14.73
10404582,87297,Mason McTavish,ANA,F,Assists,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,STL,1,8482745,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.2,0.5,0.55,0.533,30,6.2,9.2,9.725,9.067,18.003,17.665,,,,7.5,8.0,12.5,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2,30,0.2075,0.2925,UNDER,C,F,SECONDARY,PP_OCC,0.561,0.228,0.123,16.07
10404583,87297,Mason McTavish,ANA,F,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8482745,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,6.2,9.2,9.725,9.067,18.003,17.665,,,,7.5,8.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.4,4,6,10,0.25,5,15,20,0.2667,30,0.2842,0.2158,UNDER,C,F,SECONDARY,PP_OCC,0.561,0.228,0.123,16.07
10404584,87297,Mason McTavish,ANA,F,Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,STL,1,8482745,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.4,0.7,0.85,0.833,30,6.2,9.2,9.725,9.067,18.003,17.665,,,,7.5,8.0,12.5,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.4,4,6,10,0.5,10,10,20,0.4333,30,0.3383,0.1617,UNDER,C,F,SECONDARY,PP_OCC,0.561,0.228,0.123,16.07
10404585,87297,Mason McTavish,ANA,F,Power Play Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,power_play_points,SKATER,STL,1,8482745,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,6.2,9.2,9.725,9.067,18.003,17.665,,,,7.5,8.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,0.475,UNDER,C,F,SECONDARY,PP_OCC,0.561,0.228,0.123,16.07
10404587,267739,Mikael Granlund,ANA,F,Assists,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,STL,1,8475798,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.4,0.3,0.35,0.433,30,4.8,5.55,6.725,6.083,16.97,17.105,,,,1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.4,2,3,5,0.3,3,7,10,0.3,6,14,20,0.2667,30,0.3367,0.1633,UNDER,C,F,SECONDARY,PP_OCC,0.711,0.316,0.132,18.93
10404588,267739,Mikael Granlund,ANA,F,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8475798,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,4.8,5.55,6.725,6.083,16.97,17.105,,,,1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.3,3,7,10,0.25,5,15,20,0.2667,30,0.3292,0.1708,UNDER,C,F,SECONDARY,PP_OCC,0.711,0.316,0.132,18.93
10404590,267739,Mikael Granlund,ANA,F,Points,0.5,standard,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,STL,1,8475798,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.6,0.6,0.7,0.667,30,4.8,5.55,6.725,6.083,16.97,17.105,,,,1.5,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.6,3,2,5,0.5,5,5,10,0.5,10,10,20,0.4667,30,0.5367,0.0367,OVER,C,F,SECONDARY,PP_OCC,0.711,0.316,0.132,18.93
10404591,267739,Mikael Granlund,ANA,F,Power Play Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,power_play_points,SKATER,STL,1,8475798,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,4.8,5.55,6.725,6.083,16.97,17.105,,,,1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.1,1,9,10,0.05,1,19,20,0.0333,30,0.1258,0.3742,UNDER,C,F,SECONDARY,PP_OCC,0.711,0.316,0.132,18.93
10404592,223235,Olen Zellweger,ANA,D,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8482803,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,5.2,7.0,5.65,4.383,18.29,18.182,,,,4.5,3.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.3,3,7,10,0.35,7,13,20,0.2667,30,0.3442,0.1558,UNDER,D,D,DEPTH,NO_PP,0.311,0.115,0.049,17.6
10404593,218232,Pavel Buchnevich,STL,F,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8477402,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.8,0.4,0.55,0.6,30,13.1,9.65,8.95,8.35,19.511,19.455,,,,21.0,0.0,21.0,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,0.4,2,3,5,0.4,4,6,10,0.35,7,13,20,0.3333,30,0.3858,0.1142,UNDER,L,F,SECONDARY,PP_REGULAR,0.613,0.226,0.21,18.25
10404594,218232,Pavel Buchnevich,STL,F,Points,0.5,standard,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8477402,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,1.6,1.0,0.95,0.9,30,13.1,9.65,8.95,8.35,19.511,19.455,,,,21.0,0.0,21.0,,,,,,,,,,,,,,,,3,0,3,,,,,,,,,,,,,,,,,,,0.6,3,2,5,0.6,6,4,10,0.5,10,10,20,0.4667,30,0.5717,0.0717,OVER,L,F,SECONDARY,PP_REGULAR,0.613,0.226,0.21,18.25
10404595,218232,Pavel Buchnevich,STL,F,Power Play Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,power_play_points,SKATER,ANA,0,8477402,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,,,,,30,13.1,9.65,8.95,8.35,19.511,19.455,,,,21.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.2,2,8,10,0.1,2,18,20,0.0667,30,0.0917,0.4083,UNDER,L,F,SECONDARY,PP_REGULAR,0.613,0.226,0.21,18.25
10404597,176774,Pavel Mintyukov,ANA,D,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8483490,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,0.3,1.9,3.025,2.95,17.14,15.584,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.2,2,8,10,0.3,6,14,20,0.3333,30,0.3083,0.1917,UNDER,D,D,DEPTH,NO_PP,0.298,0.123,0.018,18.22
10404598,226661,Philip Broberg,STL,D,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8481598,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.4,0.5,0.35,0.3,30,3.2,4.5,4.65,5.233,21.349,20.991,,,,0.0,3.0,5.0,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,0.4,2,3,5,0.5,5,5,10,0.35,7,13,20,0.3,30,0.4175,0.0825,UNDER,D,D,DEPTH,NO_PP,0.344,0.049,0.0,23.25
10404599,226661,Philip Broberg,STL,D,Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8481598,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.4,0.6,0.45,0.467,30,3.2,4.5,4.65,5.233,21.349,20.991,,,,0.0,3.0,5.0,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.5,5,5,10,0.35,7,13,20,0.3,30,0.4175,0.0825,UNDER,D,D,DEPTH,NO_PP,0.344,0.049,0.0,23.25
10404600,226661,Philip Broberg,STL,D,Power Play Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,power_play_points,SKATER,ANA,0,8481598,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,,,,,30,3.2,4.5,4.65,5.233,21.349,20.991,,,,0.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,0.5,UNDER,D,D,DEPTH,NO_PP,0.344,0.049,0.0,23.25
10404601,218319,Radko Gudas,ANA,D,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8475462,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,1.2,2.95,2.1,1.967,22.119,21.085,,,,4.5,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.3,3,7,10,0.4,8,12,20,0.3667,30,0.3617,0.1383,UNDER,D,D,SHUTDOWN,NO_PP,0.245,0.041,0.0,16.87
10404602,58601,Robert Thomas,STL,F,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8480023,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,1.8,1.8,1.3,1.2,30,13.0,13.95,10.75,11.1,20.15,19.984,,,,13.0,5.0,13.0,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,0.8,4,1,5,0.4,4,6,10,0.45,9,11,20,0.4333,30,0.5708,0.0708,OVER,C,F,SECONDARY,PP_REGULAR,0.867,0.333,0.2,18.88
10404604,58601,Robert Thomas,STL,F,Points,0.5,goblin,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8480023,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,2.0,2.1,1.55,1.5,30,13.0,13.95,10.75,11.1,20.15,19.984,,,,13.0,5.0,13.0,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,1.0,5,0,5,0.6,6,4,10,0.65,13,7,20,0.6,30,0.7675,0.2675,OVER,C,F,SECONDARY,PP_REGULAR,0.867,0.333,0.2,18.88
10404605,58601,Robert Thomas,STL,F,Power Play Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,power_play_points,SKATER,ANA,0,8480023,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,,,,,30,13.0,13.95,10.75,11.1,20.15,19.984,,,,13.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0667,30,0.0142,0.4858,UNDER,C,F,SECONDARY,PP_REGULAR,0.867,0.333,0.2,18.88
10404606,189024,Ross Johnston,ANA,F,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8477527,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,0.0,0.0,0.075,0.1,9.186,8.486,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.3,3,7,10,0.15,3,17,20,0.2,30,0.2275,0.2725,UNDER,L,F,SHUTDOWN,NO_PP,0.233,0.05,0.0,9.77
10404607,268296,Ryan Poehling,ANA,F,Assists,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,STL,1,8480068,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.8,0.6,0.4,0.3,30,5.2,9.1,7.225,5.7,16.088,14.293,,,,5.0,0.0,3.0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,0.2,1,4,5,0.4,4,6,10,0.3,6,14,20,0.3333,30,0.2983,0.2017,UNDER,C,F,DEPTH,NO_PP,0.455,0.127,0.0,14.73
10404608,268296,Ryan Poehling,ANA,F,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8480068,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,30,5.2,9.1,7.225,5.7,16.088,14.293,,,,5.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.4,4,6,10,0.35,7,13,20,0.3667,30,0.3892,0.1108,UNDER,C,F,DEPTH,NO_PP,0.455,0.127,0.0,14.73
10404609,268296,Ryan Poehling,ANA,F,Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,STL,1,8480068,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.8,1.1,0.8,0.6,30,5.2,9.1,7.225,5.7,16.088,14.293,,,,5.0,0.0,3.0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,0.6,3,2,5,0.6,6,4,10,0.5,10,10,20,0.5,30,0.575,0.075,OVER,C,F,DEPTH,NO_PP,0.455,0.127,0.0,14.73
10404610,291289,Tim Washe,ANA,F,Plus/Minus,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,plus/minus,SKATER,STL,1,8485512,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,,,,,2,1.5,1.5,1.5,1.5,7.735,7.735,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.2,2,8,10,0.1579,3,16,19,0.1579,19,0.1895,0.3105,UNDER,C,F,SHUTDOWN,NO_PP,0.158,0.053,0.0,11.87
10406007,87966,Alexey Toropchenko,STL,F,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8480281,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.0,0.0,0.15,0.1,30,3.4,2.45,3.2,2.783,11.677,12.318,,,,1.5,0.0,1.5,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,0.475,UNDER,R,F,SHUTDOWN,NO_PP,0.152,0.065,0.0,12.17
10406008,87966,Alexey Toropchenko,STL,F,Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8480281,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.2,0.1,0.25,0.167,30,3.4,2.45,3.2,2.783,11.677,12.318,,,,1.5,0.0,1.5,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1333,30,0.0708,0.4292,UNDER,R,F,SHUTDOWN,NO_PP,0.152,0.065,0.0,12.17
10406009,218282,Colton Parayko,STL,D,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8476892,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.2,0.1,0.15,0.167,30,3.8,3.7,3.1,3.05,21.366,21.949,,,,5.0,0.0,11.0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,0.2,1,4,5,0.1,1,9,10,0.15,3,17,20,0.1667,30,0.1542,0.3458,UNDER,D,D,SHUTDOWN,NO_PP,0.241,0.017,0.0,22.4
10406010,218282,Colton Parayko,STL,D,Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8476892,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.4,0.2,0.2,0.2,30,3.8,3.7,3.1,3.05,21.366,21.949,,,,5.0,0.0,11.0,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,0.4,2,3,5,0.2,2,8,10,0.2,4,16,20,0.2,30,0.28,0.22,UNDER,D,D,SHUTDOWN,NO_PP,0.241,0.017,0.0,22.4
10406011,274996,Dalibor Dvorsky,STL,F,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8484164,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.0,0.0,0.0,0.0,2,1.5,1.5,1.5,1.5,9.41,9.41,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0.0,0,5,5,0.2,2,8,10,0.15,3,17,20,0.1667,30,0.1092,0.3908,UNDER,R,F,DEPTH,PP_OCC,0.288,0.173,0.135,14.5
10406012,274996,Dalibor Dvorsky,STL,F,Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8484164,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.0,0.0,0.0,0.0,2,1.5,1.5,1.5,1.5,9.41,9.41,,,,3.0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.2,2,8,10,0.3,6,14,20,0.3333,30,0.1483,0.3517,UNDER,R,F,DEPTH,PP_OCC,0.288,0.173,0.135,14.5
10406013,218252,Frank Vatrano,ANA,F,Assists,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,STL,1,8478366,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.2,0.2,0.1,0.067,30,4.7,4.2,4.225,3.95,12.006,12.225,,,,11.0,1.5,3.0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.4,2,3,5,0.3,3,7,10,0.15,3,17,20,0.1,30,0.2975,0.2025,UNDER,R,F,SHUTDOWN,NO_PP,0.2,0.1,0.025,12.35
10406014,218252,Frank Vatrano,ANA,F,Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,STL,1,8478366,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.4,0.3,0.2,0.2,30,4.7,4.2,4.225,3.95,12.006,12.225,,,,11.0,1.5,3.0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,0.6,3,2,5,0.4,4,6,10,0.25,5,15,20,0.2333,30,0.4408,0.0592,UNDER,R,F,SHUTDOWN,NO_PP,0.2,0.1,0.025,12.35
10406015,286762,Ian Moore,ANA,D,Assists,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,STL,1,8482178,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.333,0.333,0.333,0.333,3,3.667,3.667,3.667,3.667,13.64,13.64,,,,5.0,1.5,4.5,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2,30,0.2,0.3,UNDER,D,D,SHUTDOWN,NO_PP,0.234,0.064,0.0,14.25
10406016,286762,Ian Moore,ANA,D,Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,STL,1,8482178,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.333,0.333,0.333,0.333,3,3.667,3.667,3.667,3.667,13.64,13.64,,,,5.0,1.5,4.5,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.3,3,7,10,0.25,5,15,20,0.2333,30,0.2458,0.2542,UNDER,D,D,SHUTDOWN,NO_PP,0.234,0.064,0.0,14.25
10406017,303170,Jack Finley,STL,F,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8482090,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.2,0.1,0.05,0.077,26,1.6,0.95,1.175,1.75,8.686,8.798,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.2,1,4,5,0.1,1,9,10,0.05,1,19,20,0.0741,27,0.1299,0.3701,UNDER,C,F,SHUTDOWN,NO_PP,0.2,0.0,0.0,10.97
10406018,303170,Jack Finley,STL,F,Points,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,ANA,0,8482090,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.2,0.1,0.1,0.154,26,1.6,0.95,1.175,1.75,8.686,8.798,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.2,1,4,5,0.1,1,9,10,0.1,2,18,20,0.1481,27,0.1448,0.3552,UNDER,C,F,SHUTDOWN,NO_PP,0.2,0.0,0.0,10.97
10406019,294303,Jeffrey Viel,ANA,F,Assists,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,STL,1,8479705,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.0,0.0,0.0,0.0,5,0.9,0.9,0.9,0.9,7.69,7.69,,,,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.04,25,0.0115,0.4885,UNDER,L,F,SHUTDOWN,NO_PP,0.2,0.133,0.0,13.28
10406020,294303,Jeffrey Viel,ANA,F,Points,0.5,demon,False,STL,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,points,SKATER,STL,1,8479705,3.419,0.0,0.0,2.613,0.0,0.0,62,26,WEAK,0.0,0.0,0.0,0.0,5,0.9,0.9,0.9,0.9,7.69,7.69,,,,0.0,0.0,1.5,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.12,25,0.0345,0.4655,UNDER,L,F,SHUTDOWN,NO_PP,0.2,0.133,0.0,13.28
10406021,287074,Jonatan Berggren,STL,F,Assists,0.5,demon,False,ANA,STL,ANA,2026-03-08T21:00:00.000-04:00,134413,2026-03-08T23:45:24Z,assists,SKATER,ANA,0,8481013,3.5,0.0,0.0,3.403,0.0,0.0,62,30,WEAK,0.4,0.3,0.2,0.233,30,6.1,4.6,3.775,4.05,13.411,12.849,,,,0.0,14.5,16.0,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,0.4,2,3,5,0.2,2,8,10,0.1,2,18,20,0.1333,30,0.2583,0.2417,UNDER,R,F,DEPTH,PP_OCC,0.435,0.217,0.087,14.75
